Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
208288,On Formally Undecidable Propositions of Principia Mathematica and Related Systems,Kurt Gödel,"Gödel, Kurt",Bernard Meltzer,"=""0486669807""","=""9780486669809""",5,4.49,Dover Publications,Paperback,80,1992,1992,,2009/06/19,mathematics,mathematics (#14),read,,,,1,0
808152,The Yogi Book : I Really Didn't Say Everything I Said,Yogi Berra,"Berra, Yogi",,"=""0761115684""","=""9780761115687""",5,4.03,Workman Publishing Company,Hardcover,128,1999,1998,,2009/06/18,"biography, philosophy","biography (#6), philosophy (#47)",read,,,,1,0
370902,Nothing Burns in Hell,Philip José Farmer,"Farmer, Philip José",,"=""0812564952""","=""9780812564952""",4,3.37,Tor Books,Paperback,288,1999,1998,,2009/06/18,"novels, literature, fiction, farmer","novels (#162), literature (#116), fiction (#82), farmer (#9)",read,,,,1,0
591745,Flesh,Philip José Farmer,"Farmer, Philip José",,"=""0451050975""","=""9780451050977""",5,3.36,New American Library/Signet,Paperback,191,1972,1960,,2009/06/18,"novels, science-fiction, farmer","novels (#161), science-fiction (#99), farmer (#8)",read,,,,1,0
6557235,The Day of Timestop,Philip José Farmer,"Farmer, Philip José",,"=""""","=""""",0,3.20,Lancer Books,Paperback,192,1968,1960,,2009/06/18,"to-read, farmer","to-read (#13), farmer (#5)",to-read,,,,0,0
6557221,Cache from Outer Space/Celestial Blueprint,Philip José Farmer,"Farmer, Philip José",,"=""""","=""""",0,3.06,Ace Books Inc,Mass Market Paperback,253,1962,1962,,2009/06/18,"to-read, farmer","to-read (#12), farmer (#11)",to-read,,,,0,0
3158947,Dare,Philip José Farmer,"Farmer, Philip José",,"=""0704311658""","=""9780704311657""",5,3.47,Quartet,Paperback,154,1974,1965,,2009/06/18,"novels, science-fiction, farmer","novels (#160), science-fiction (#98), farmer (#2)",read,,,,1,0
6557140,Down in the Black Gang,Philip José Farmer,"Farmer, Philip José",,"=""""","=""""",5,3.68,Nelson Doubleday,Hardcover,215,1971,1971,,2009/06/18,"short-stories, science-fiction, farmer","short-stories (#36), science-fiction (#97), farmer (#7)",read,,,,1,0
722527,A Barnstormer in Oz,Philip José Farmer,"Farmer, Philip José",,"=""0425062740""","=""9780425062746""",5,3.53,Berkley,Paperback,294,1983,1982,,2009/06/18,"novels, science-fiction, farmer","novels (#159), science-fiction (#96), farmer (#3)",read,,,,1,0
1312272,The Grand Adventure,Philip José Farmer,"Farmer, Philip José",,"=""0425072118""","=""9780425072110""",5,3.92,Berkley,Paperback,327,1984,1984,,2009/06/18,"science-fiction, short-stories, farmer","science-fiction (#95), short-stories (#35), farmer (#10)",read,,,,1,0
168567,Audrey Hepburn: The Paramount Years,Tony Nourmand,"Nourmand, Tony",Christopher Frayling,"=""0811858022""","=""9780811858021""",4,3.98,Chronicle Books,Paperback,168,2007,2006,,2009/06/18,biography,biography (#5),read,,,,1,0
6553579,"Hypatia, or, Woman and Knowledge",Dora Russell,"Russell, Dora",,"=""""","=""""",5,4.10,E.P. Dutton,Hardcover,81,1925,1925,,2009/06/16,"essays, philosophy","essays (#12), philosophy (#46)",read,,,,1,0
3557919,Big Sur,Jack Kerouac,"Kerouac, Jack",,"=""""","=""""",0,3.85,Bantam Books,Paperback,200,1963,1962,,2009/06/16,to-read,to-read (#11),to-read,,,,0,0
2754234,Maggie Cassidy,Jack Kerouac,"Kerouac, Jack",,"=""""","=""""",0,3.60,"Avon Books, New York",Paperback,,1968,1959,,2009/06/16,to-read,to-read (#10),to-read,,,,0,0
997888,Dream Illuminati: The Vimana Conspiracy,Wayne Saalman,"Saalman, Wayne",,"=""0941404722""","=""9780941404723""",0,4.40,New Falcon Publications,Paperback,240,1988,1988,,2009/06/16,to-read,to-read (#9),to-read,,,,0,0
2728821,The Illuminati Papers,Robert Anton Wilson,"Wilson, Robert Anton",,"=""0915904527""","=""9780915904525""",5,3.86,And/Or Press,Paperback,150,1980,1980,,2009/06/16,"essays, philosophy, bob","essays (#11), philosophy (#45), bob (#16)",read,,,,1,0
6005230,The Man Who Japed,Philip K. Dick,"Dick, Philip K.",Dean Ellis,"=""0441519100""","=""""",5,3.59,Ace,Paperback,160,1973,1956,,2009/06/16,"novels, science-fiction","novels (#158), science-fiction (#94)",read,,,,1,0
6550930,Blown,Philip José Farmer,"Farmer, Philip José",,"=""0704312395""","=""9780704312395""",5,3.62,Futura/Quartet Books (London),Paperback,208,1976,1969,,2009/06/16,"novels, science-fiction, farmer","novels (#157), science-fiction (#93), farmer (#1)",read,,,,1,0
6550697,The Psychedelic Experience,Timothy Leary,"Leary, Timothy","Ralph Metzner, Richard Alpert","=""""","=""""",4,3.81,University Books,Hardcover,199,1964,1964,,2009/06/15,"literature, philosophy, leary","literature (#115), philosophy (#44), leary (#10)",read,,,,1,0
1957444,Analytical Theory of Biological Populations,Alfred J. Lotka,"Lotka, Alfred J.",,"=""0306459272""","=""9780306459276""",0,3.00,Springer,Hardcover,220,1998,1998,,2009/06/15,to-read,to-read (#8),to-read,,,,0,0
6550682,Mathematical Biophysics: V. 1,Nicolas Rashevsky,"Rashevsky, Nicolas",,"=""0486605744""","=""9780486605746""",0,0.0,,,,,,,2009/06/15,to-read,to-read (#6),to-read,,,,0,0
6550673,Mathematical Theory of Human Relations,Nicolas Rashevsky,"Rashevsky, Nicolas",,"=""""","=""""",5,3.50,The Principia Press,Hardcover,202,1947,1947,,2009/06/15,"mathematics, science","mathematics (#12), science (#25)",read,,,,1,0
1697544,Chaos,Arun V. Holden,"Holden, Arun V.",,"=""0691084246""","=""9780691084244""",5,3.50,Princeton University Press,Paperback,,1986,1986,,2009/06/15,"mathematics, science","mathematics (#13), science (#27)",read,,,,1,0
6550528,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",5,4.09,"Delacorte Press/Dell Publishing Co., Inc.",Hardcover,190,1969,1969,,2009/06/15,"literature, novels, science-fiction, vonnegut, fiction","literature (#110), novels (#153), science-fiction (#89), vonnegut (#2), fiction (#8)",read,,,,1,0
2393511,Seven Come Infinity,Groff Conklin,"Conklin, Groff","Murray Leinster, William Tenn, Chad Oliver, Clifford D. Simak, Charles V. de Vet, Eric Frank Russell, Raymond F. Jones","=""4049017520""","=""9784049017526""",5,3.81,Fawcett Publications,Paperback,288,1966,1966,,2009/06/15,"anthologies, science-fiction, short-stories, conklin","anthologies (#16), science-fiction (#92), short-stories (#34), conklin (#11)",read,,,,1,0
125311,Schrödinger's Cat 3: The Homing Pigeons,Robert Anton Wilson,"Wilson, Robert Anton",,"=""0671821199""","=""9780671821197""",5,4.13,Pocket Books,Paperback,206,1981,1981,,2009/06/15,"literature, novels, philosophy, bob, fiction","literature (#114), novels (#156), philosophy (#43), bob (#15), fiction (#29)",read,,,,1,0
2472325,The Philosopher Stone,Colin Wilson,"Wilson, Colin",,"=""0446894427""","=""9780446894425""",5,3.92,Warner Books (NY),Paperback,318,1977,1969,,2009/06/15,"literature, novels, philosophy, science-fiction, fiction","literature (#113), novels (#155), philosophy (#42), science-fiction (#91), fiction (#76)",read,,,,1,0
2039969,The Evening Star,Larry McMurtry,"McMurtry, Larry",,"=""0671685198""","=""9780671685195""",3,3.66,Simon & Schuster,Hardcover,637,1992,1992,,2009/06/15,"literature, novels, mcmurtry, fiction","literature (#111), novels (#154), mcmurtry (#3), fiction (#63)",read,,,,1,0
6550338,Big Book of Science Fiction,Groff Conklin,"Conklin, Groff",,"=""""","=""""",5,4.07,Crown Publishers,Hardcover,545,1950,1950,,2009/06/15,"anthologies, science-fiction, short-stories, conklin","anthologies (#15), science-fiction (#90), short-stories (#33), conklin (#7)",read,,,,1,0
6550320,A Treasury of Science Fiction,Groff Conklin,"Conklin, Groff",,"=""""","=""""",5,4.16,Crown Publishers,Hardcover,517,1948,1948,,2009/06/15,"anthologies, science-fiction, short-stories, conklin","anthologies (#14), science-fiction (#88), short-stories (#31), conklin (#4)",read,,,,1,0
941509,Space Vampires,Colin Wilson,"Wilson, Colin",,"=""0671836374""","=""9780671836375""",0,3.35,Pocket,Mass Market Paperback,220,1980,1976,,2009/06/15,"to-read, science-fiction, novels","to-read (#5), science-fiction (#87), novels (#152)",to-read,,,,0,0
1985180,Elements of Mathematical Biology,Alfred J. Lotka,"Lotka, Alfred J.",,"=""0486603466""","=""9780486603469""",5,4.67,Dover Publications,Paperback,465,1956,1956,,2009/06/15,"mathematics, science","mathematics (#11), science (#24)",read,,,,1,0
55470,The God of the Labyrinth,Colin Wilson,"Wilson, Colin",,"=""0914728393""","=""9780914728399""",0,3.61,Wingbow Press,Paperback,300,1982,1970,,2009/06/15,to-read,to-read (#4),to-read,,,,0,0
6549735,Frontiers of Chaos,Heinz-Otto Peitgen,"Peitgen, Heinz-Otto",Peter Richter,"=""3920699653""","=""""",5,5.00,MAP ART,Paperback,108,1985,1985,,2009/06/15,mathematics,mathematics (#8),read,,,,1,0
844841,"Happy Birthday, Wanda June",Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Jill Krementz,"=""0385283865""","=""9780385283861""",4,3.53,Delta,Paperback,199,1971,1970,,2009/06/14,"literature, vonnegut, fiction","literature (#106), vonnegut (#16), fiction (#51)",read,,,,1,0
2024223,Armageddon in Retrospect: And Other New and Unpublished Writings on War and Peace,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0399155082""","=""9780399155086""",4,3.94,G. P. Putnam's Sons,Hardcover,234,2008,2008,,2009/06/14,"short-stories, vonnegut","short-stories (#30), vonnegut (#1)",read,,,,1,0
4984,Bagombo Snuff Box,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0099282968""","=""9780099282969""",4,3.73,Vintage,Paperback,295,2000,1999,,2009/06/14,"science-fiction, vonnegut","science-fiction (#41), vonnegut (#9)",read,,,,1,0
4987,Jailbird,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333900""","=""9780385333900""",4,3.82,Dial Press Trade Paperback,Paperback,310,1999,1979,,2009/06/14,"science-fiction, novels, vonnegut","science-fiction (#44), novels (#124), vonnegut (#13)",read,,,,1,0
1018880,Deadeye Dick,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385282001""","=""9780385282000""",3,3.82,Doubleday,Hardcover,,1982,1982,,2009/06/14,"science-fiction, vonnegut","science-fiction (#46), vonnegut (#15)",read,,,,1,0
9601,Bluebeard,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""038533351X""","=""9780385333511""",3,4.05,Dial Press Trade Paperback,Paperback,318,2011,1987,,2009/06/14,"science-fiction, novels, vonnegut","science-fiction (#45), novels (#131), vonnegut (#14)",read,,,,1,0
9595,"Slapstick, or Lonesome No More!",Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334230""","=""9780385334235""",5,3.86,Dial Press,Paperback,288,1999,1976,,2009/06/14,"science-fiction, novels, vonnegut","science-fiction (#53), novels (#147), vonnegut (#7)",read,,,,1,0
9589,Hocus Pocus,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0425161293""","=""9780425161296""",4,3.83,Berkley Books,Paperback,322,1997,1990,,2009/06/14,"science-fiction, novels, vonnegut","science-fiction (#52), novels (#57), vonnegut (#6)",read,,,,1,0
9594,Timequake,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0099267543""","=""9780099267546""",4,3.72,Vintage Classics,Paperback,219,1998,1997,,2009/06/14,"science-fiction, novels, vonnegut","science-fiction (#43), novels (#119), vonnegut (#11)",read,,,,1,0
9597,Player Piano,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333781""","=""9780385333788""",5,3.88,Dial Press,Paperback,341,2006,1952,,2009/06/14,"science-fiction, novels, vonnegut","science-fiction (#50), novels (#102), vonnegut (#5)",read,,,,1,0
4979,A Man Without a Country,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Daniel Simon,"=""081297736X""","=""9780812977363""",3,4.08,Random House Trade Paperbacks,Paperback,160,2007,2005,,2009/06/14,"essays, vonnegut","essays (#6), vonnegut (#12)",read,,,,1,0
9590,"God Bless You, Mr. Rosewater",Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333471""","=""9780385333474""",5,3.95,Dial Press,Paperback,288,1998,1965,,2009/06/14,"science-fiction, novels, vonnegut","science-fiction (#51), novels (#146), vonnegut (#18)",read,,,,1,0
9592,Mother Night,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385334141""","=""9780385334143""",3,4.22,Dial Press,Paperback,282,1999,1961,,2009/06/14,"literature, novels, vonnegut, fiction","literature (#101), novels (#87), vonnegut (#8), fiction (#81)",read,,,,1,0
4982,The Sirens of Titan,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut","Ligia Caranfil, Chris     Moore","=""""","=""""",5,4.15,Gollancz,Paperback,224,1999,1959,,2009/06/14,"science-fiction, novels, vonnegut","science-fiction (#48), novels (#137), vonnegut (#4)",read,,,,1,0
9593,Galápagos,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333870""","=""9780385333870""",4,3.87,Dial Press,Paperback,324,1999,1985,,2009/06/14,"science-fiction, novels, vonnegut","science-fiction (#42), novels (#111), vonnegut (#10)",read,,,,1,0
2017530,Welcome to the Monkey House,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""""","=""""",5,4.13,Dell Publishing Co. (NYC),Mass Market Paperback,308,1970,1968,,2009/06/14,"science-fiction, short-stories, vonnegut","science-fiction (#47), short-stories (#32), vonnegut (#3)",read,,,,1,0
460053,Design For Dying,Timothy Leary,"Leary, Timothy",R.U. Sirius,"=""0060928662""","=""9780060928667""",5,3.79,HarperOne,Paperback,252,1997,1997,,2009/06/14,"philosophy, leary","philosophy (#25), leary (#3)",read,,,,1,0
369075,"The Evolutionary Mind: Conversations on Science, Imagination & Spirit",Rupert Sheldrake,"Sheldrake, Rupert","Terence McKenna, Ralph H. Abraham","=""0974935972""","=""9780974935973""",0,4.15,Monkfish Book Publishing,Paperback,224,2005,1998,,2009/06/13,"to-read, philosophy, science","to-read (#3), philosophy (#2), science (#11)",to-read,,,,0,0
2091583,"Changing My Mind, Among Others: Lifetime Writings",Timothy Leary,"Leary, Timothy",,"=""0131278290""","=""9780131278295""",4,3.87,Prentice Hall,Hardcover,274,1982,1982,,2009/06/13,"philosophy, leary","philosophy (#27), leary (#6)",read,,,,1,0
4369088,"The Shaping of Personality: Conflict, Choice, and Growth",Frank X. Barron,"Barron, Frank X.",,"=""006040504X""","=""9780060405045""",5,5.00,HarperCollins Publishers,Hardcover,359,,,,2009/06/13,"philosophy, science","philosophy (#17), science (#23)",read,,,,1,0
3746492,"The Book of the Subgenius: Being the Divine Wisdom, Guidance, and Prophecy of J.R. ""Bob"" Dobbs ...","J.R. ""Bob"" Dobbs","Dobbs, J.R. ""Bob""",The SubGenius Foundation,"=""0070622299""","=""9780070622296""",5,4.38,McGraw-Hill Companies,Paperback,184,1983,1983,,2009/06/13,"philosophy, bob","philosophy (#31), bob (#17)",read,,,,1,0
285356,Synergetics,R. Buckminster Fuller,"Fuller, R. Buckminster",,"=""0020653204""","=""9780020653202""",5,4.29,Macmillan Publsihing Company,Paperback,876,1982,1975,,2009/06/13,"philosophy, science","philosophy (#30), science (#8)",read,,,,1,0
316362,Operating Manual for Spaceship Earth,R. Buckminster Fuller,"Fuller, R. Buckminster",,"=""089190235X""","=""9780891902355""",5,4.07,Amereon Limited,Hardcover,128,2008,1969,,2009/06/13,"philosophy, science","philosophy (#37), science (#18)",read,,,,1,0
190038,Critical Path,R. Buckminster Fuller,"Fuller, R. Buckminster",Kiyoshi Kuromiya,"=""0312174918""","=""9780312174910""",5,4.25,St. Martin's Griffin,Paperback,471,1982,1981,,2009/06/13,"philosophy, science","philosophy (#36), science (#17)",read,,,,1,0
31813,The Simpsons and Philosophy: The D'oh! of Homer,William Irwin,"Irwin, William","Mark T. Conard, Aeon J. Skoble, Raja Halwani, Eric Bronson, Gerald J. Erion, Joseph A. Zeccardi, J.R. Lombardo, Deborah Knight, Carl Matheson, Dale E. Snow, James J. Snow, James Lawler, Paul A. Cantor, Jason Holt, Daniel Barwick, David Vessey, Jennifer L. McMahon, James M. Wallace, David L. G. Arnold, Kelly Dean Jolley","=""0812694333""","=""9780812694338""",5,3.46,Open Court,Paperback,303,2001,2001,,2009/06/13,"philosophy, anthologies","philosophy (#32), anthologies (#4)",read,,,,1,0
422906,The Ethics of Star Trek,Judith A. Barad,"Barad, Judith A.",Ed Robertson,"=""0060933267""","=""9780060933265""",5,3.96,Harper Perennial,Paperback,384,2001,2000,,2009/06/13,"philosophy, anthologies","philosophy (#16), anthologies (#3)",read,,,,1,0
140456,Slayer Slang: A Buffy the Vampire Slayer Lexicon,Michael         Adams,"Adams, Michael",,"=""0195175999""","=""9780195175998""",5,3.96,"Oxford University Press, USA",Paperback,320,2004,2003,,2009/06/13,reference,reference (#2),read,,,,1,0
293364,"The Sunnydale High Yearbook (Buffy the Vampire Slayer: Season 3, #24)",Christopher Golden,"Golden, Christopher",Nancy Holder,"=""067103541X""","=""9780671035419""",5,4.08,Simon Pulse,Hardcover,112,1999,1999,,2009/06/13,reference,reference (#1),read,,,,1,0
293389,"Buffy the Vampire Slayer: The Watcher's Guide, Volume 1",Christopher Golden,"Golden, Christopher",Nancy Holder,"=""0671024337""","=""9780671024338""",4,4.15,Pocket Books,Paperback,298,1998,1998,,2009/06/13,reference,reference (#3),read,,,,1,0
370898,Image of the Beast,Philip José Farmer,"Farmer, Philip José","Theodore Sturgeon, Jim  Burns","=""1902197240""","=""9781902197241""",5,3.62,Creation Oneiros,Paperback,255,2015,1968,,2009/06/10,"science-fiction, novels, farmer","science-fiction (#83), novels (#151), farmer (#12)",read,,,,1,0
16543,Dayworld (Dayworld #1),Philip José Farmer,"Farmer, Philip José",,"=""0441140017""","=""9780441140015""",5,3.65,Ace Books,Paperback,258,1986,1985,,2009/06/10,"science-fiction, novels, farmer","science-fiction (#66), novels (#123), farmer (#6)",read,,,,1,0
171066,Venus on the Half-Shell,Philip José Farmer,"Farmer, Philip José",Kilgore Trout,"=""0352398469""","=""9780352398468""",5,3.77,Dell Books,Mass Market Paperback,204,1975,1974,,2009/06/10,"science-fiction, novels","science-fiction (#86), novels (#150)",read,,,,1,0
18423,"The Left Hand of Darkness (Hainish Cycle, #4)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",5,4.09,Ace,Paperback,304,2000,1969,,2009/06/10,"science-fiction, novels","science-fiction (#56), novels (#110)",read,,,,1,0
845074,Venus Plus X,Theodore Sturgeon,"Sturgeon, Theodore",,"=""0375703748""","=""9780375703744""",5,3.73,Vintage,Paperback,224,1999,1960,,2009/06/10,"science-fiction, novels","science-fiction (#84), novels (#122)",read,,,,1,0
541024,More Than Human,Theodore Sturgeon,"Sturgeon, Theodore",,"=""0375703713""","=""9780375703713""",5,3.95,Vintage,Paperback,186,1999,1953,,2009/06/10,"science-fiction, novels","science-fiction (#85), novels (#149)",read,,,,1,0
50035,The Golden Apples of the Sun,Ray Bradbury,"Bradbury, Ray",,"=""0380730391""","=""9780380730391""",5,4.07,William Morrow,Paperback,338,1997,1953,,2009/06/10,science-fiction,science-fiction (#8),read,,,,1,0
74586,I Sing the Body Electric! & Other Stories,Ray Bradbury,"Bradbury, Ray",Arne Herløv Petersen,"=""0380789620""","=""9780380789627""",5,4.05,William Morrow Paperbacks,Paperback,336,1998,1969,,2009/06/10,science-fiction,science-fiction (#10),read,,,,1,0
2969455,The Illustrated Man,Ray Bradbury,"Bradbury, Ray",Dean Ellis,"=""""","=""0553105574175""",5,4.13,Bantam Books,Paperback,186,1972,1951,,2009/06/10,science-fiction,science-fiction (#80),read,,,,1,0
50033,"Dandelion Wine (Green Town, #1)",Ray Bradbury,"Bradbury, Ray",,"=""0671037706""","=""9780671037703""",5,4.08,Earthlight (UK) ,Paperback,239,2000,1957,,2009/06/10,science-fiction,science-fiction (#7),read,,,,1,0
248596,"Something Wicked This Way Comes (Green Town, #2)",Ray Bradbury,"Bradbury, Ray",,"=""0380729407""","=""9780380729401""",5,3.92,Harper Voyager,Mass Market Paperback,293,1998,1962,,2009/06/10,science-fiction,science-fiction (#11),read,,,,1,0
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,"=""0553278223""","=""9780553278224""",5,4.15,Bantam/Spectra,Mass Market Paperback,182,1984,1950,,2009/06/10,"science-fiction, novels","science-fiction (#9), novels (#118)",read,,,,1,0
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",Alfredo Crespo,"=""0307347974""","=""9780307347978""",5,3.98,DeBolsillo,Mass Market Paperback,158,2004,1953,,2009/06/10,"science-fiction, novels","science-fiction (#6), novels (#94)",read,,,,1,0
6218057,The Big Book of Science Fiction,Groff Conklin,"Conklin, Groff",,"=""""","=""""",5,4.07,Berkley Publishing Corp. (NY),paper,176,1964,1950,,2009/06/10,"science-fiction, short-stories, anthologies, conklin","science-fiction (#13), short-stories (#2), anthologies (#8), conklin (#2)",read,,,,1,0
6218049,Possible Worlds of Science Fiction,Groff Conklin,"Conklin, Groff",John  Berryman,"=""""","=""""",5,3.72,Berkley Medallion,Mass Market Paperback,188,1968,1951,,2009/06/10,"science-fiction, short-stories, anthologies, conklin","science-fiction (#18), short-stories (#10), anthologies (#12), conklin (#8)",read,,,,1,0
78845,Six Great Short Science Fiction Novels,Groff Conklin,"Conklin, Groff","Isaac Asimov, Judith Merril, Clifford D. Simak, Algis Budrys, Damon Knight, Katherine Anne MacLean","=""""","=""""",5,4.00,Dell,Paperback,384,1960,1960,,2009/06/10,"science-fiction, short-stories, anthologies, conklin","science-fiction (#24), short-stories (#16), anthologies (#6), conklin (#10)",read,,,,1,0
4031623,Big Book of Science Fiction,Groff Conklin,"Conklin, Groff",,"=""""","=""""",5,4.07,Berkley,Paperback,187,1950,1950,,2009/06/10,"science-fiction, short-stories, anthologies, conklin","science-fiction (#64), short-stories (#9), anthologies (#11), conklin (#6)",read,,,,1,0
869082,13 Above the Night,Groff Conklin,"Conklin, Groff","C.M. Kornbluth, Eric Frank Russell, Stephen Barr, Avram Davidson, Isaac Asimov, Morton Klass, Gordon R. Dickson, Judith Merril, James                    White, J.F. Bone, Frank Herbert, Fritz Leiber, Mack Reynolds, J. Lincoln Paine","=""1400087414""","=""9781400087419""",5,3.61,Dell Publishing Co.,Mass Market Paperback,286,1965,1965,,2009/06/10,"science-fiction, short-stories, anthologies, conklin","science-fiction (#22), short-stories (#12), anthologies (#13), conklin (#9)",read,,,,1,0
3073942,12 Great Classics of Science Fiction,Groff Conklin,"Conklin, Groff","Robert Sheckley, William W. Stuart, Robert F. Young, J.T. McIntosh, Fredric Brown, Zenna Henderson, George Sumner Albee, J.F. Bone, Poul Anderson, Cordwainer Smith, Algis Budrys, A. Bertram Chandler","=""2449013660""","=""9782449013667""",5,3.53,"Fawcett Publications, Inc.",Mass Market Paperback,192,1963,1963,,2009/06/10,"science-fiction, short-stories, anthologies, conklin","science-fiction (#17), short-stories (#7), anthologies (#10), conklin (#5)",read,,,,1,0
1179647,13 Great Stories of Science Fiction,Groff Conklin,"Conklin, Groff","John Wyndham, Algis Budrys, Poul Anderson, Wyman Guin, Arthur C. Clarke, William T. Powers, Alan Nelson, William Morrison, G.C. Edmondson, Damon Knight, Lion Miller, Theodore Sturgeon, Richard Gehman","=""0449142280""","=""9780449142288""",5,3.76,Fawcett Gold Medal,Paperback,192,1979,1960,,2009/06/10,"science-fiction, short-stories, anthologies, conklin","science-fiction (#15), short-stories (#4), anthologies (#9), conklin (#3)",read,,,,1,0
2318155,Omnibus of Science Fiction,Groff Conklin,"Conklin, Groff","Alan E. Nourse, Ralph Williams, Raymond F. Jones, Ray Bradbury, Fredric Brown, Lester del Rey, Arthur C. Clarke, David H. Keller, Lewis Padgett, Fletcher Pratt, Damon Knight, Mark Clifton, L. Sprague de Camp, Paul Ernst, Murray Leinster, Ross Rocklynne, H.B. Fyfe, Jack London, H.P. Lovecraft, Eric Frank Russell, John D. MacDonald, Theodore Sturgeon, Ann Griffith, Isaac Asimov, James Blish, Donald A. Wollheim, A.E. van Vogt, William Tenn, Katherine Anne MacLean, Jack Vance, Anthony Boucher, Richard Matheson, André Maurois, Wyman Guin, Robert Abernathy, Chester S. Geier, A.J. Deutsch, Russ Winterbotham, W. Hilton-Young, John Leimert, Ralph Robin, B.F. Ruby, Will H. Gray","=""0517453703""","=""9780517453704""",5,3.94,Chatham River Press,Paperback,561,1984,1952,,2009/06/10,"science-fiction, short-stories, anthologies, conklin","science-fiction (#12), short-stories (#1), anthologies (#1), conklin (#1)",read,,,,1,0
613618,A Spaniard in the Works,John Lennon,"Lennon, John",,"=""1568492995""","=""9781568492995""",5,3.87,Buccaneer Books,Hardcover,95,1995,1965,,2009/06/10,literature,literature (#50),read,,,,1,0
95044,In His Own Write,John Lennon,"Lennon, John",Yoko Ono,"=""0684868075""","=""9780684868073""",5,4.03,Simon & Schuster,Hardcover,80,1964,1964,,2009/06/10,literature,literature (#44),read,,,,1,0
274230,Gaia: A New Look at Life on Earth,James E. Lovelock,"Lovelock, James E.",,"=""0192862189""","=""9780192862181""",5,3.83,"Oxford University Press, USA",Paperback,176,2000,1979,,2009/06/10,"philosophy, science","philosophy (#18), science (#4)",read,,,,1,0
274236,The Ages of Gaia: A Biography of Our Living Earth,James E. Lovelock,"Lovelock, James E.",,"=""0192862170""","=""9780192862174""",5,3.83,"Oxford University Press, USA",Paperback,255,2010,1988,,2009/06/10,"philosophy, science","philosophy (#19), science (#5)",read,,,,1,0
1837886,Chaos in Discrete Dynamical Systems: A Visual Introduction in 2 Dimensions,Ralph H. Abraham,"Abraham, Ralph H.",,"=""0387943005""","=""9780387943008""",5,4.50,Springer,Hardcover,246,1997,1997,,2009/06/10,"mathematics, science","mathematics (#5), science (#21)",read,,,,1,0
869539,Dynamics  The Geometry Of Behavior,Ralph H. Abraham,"Abraham, Ralph H.",Christopher D. Shaw,"=""0942344014""","=""9780942344011""",5,4.42,Aerial Press,,220,1982,1982,,2009/06/10,"mathematics, science","mathematics (#2), science (#12)",read,,,,1,0
3372518,Foundations of Mechanics,Ralph H. Abraham,"Abraham, Ralph H.",Jerrold E. Marsden,"=""0821844385""","=""9780821844380""",5,4.55,American Mathematical Society,Hardcover,826,2008,1978,,2009/06/10,"mathematics, science","mathematics (#3), science (#13)",read,,,,1,0
869540,"Chaos, Gaia, Eros: A Chaos Pioneer Uncovers the Three Great Streams of History",Ralph H. Abraham,"Abraham, Ralph H.",,"=""0062500139""","=""9780062500137""",5,3.67,HarperOne,Paperback,263,1994,1994,,2009/06/10,"philosophy, science","philosophy (#15), science (#2)",read,,,,1,0
369072,"Chaos, Creativity and Cosmic Consciousness",Rupert Sheldrake,"Sheldrake, Rupert","Terence McKenna, Ralph H. Abraham, Jean Houston","=""0892819774""","=""9780892819775""",0,4.08,Park Street Press,Paperback,208,2001,1992,,2009/06/10,"to-read, philosophy, science","to-read (#2), philosophy (#3), science (#3)",to-read,,,,0,0
274005,Wetware (Ware #2),Rudy Rucker,"Rucker, Rudy",,"=""0380701782""","=""9780380701780""",5,3.80,Avon Books,Mass Market Paperback,183,1988,1988,,2009/06/10,"science-fiction, novels","science-fiction (#71), novels (#129)",read,,,,1,0
